scenario,date,start_interval,end_interval_exclusive,time_range,amount_kwh
problem4_3,2025-05-01,123,127,20:30-21:10,574.8263876194306
problem4_3,2025-05-01,128,129,21:20-21:30,5.079997146824939
problem4_3,2025-05-02,123,128,20:30-21:20,918.1180772739406
problem4_3,2025-05-02,129,131,21:30-21:50,120.45839352752691
problem4_3,2025-05-03,123,125,20:30-20:50,184.32031315394892
problem4_3,2025-05-03,126,131,21:00-21:50,199.52699500905
problem4_3,2025-05-09,124,131,20:40-21:50,750.4663954189098
problem4_3,2025-05-10,124,127,20:40-21:10,87.29616480905909
problem4_3,2025-05-10,128,131,21:20-21:50,57.66647942253282
problem4_3,2025-05-11,116,117,19:20-19:30,9.942220460071212
problem4_3,2025-05-16,124,125,20:40-20:50,10.545059884728744
problem4_3,2025-05-16,126,131,21:00-21:50,909.2783797626425
problem4_3,2025-05-17,124,125,20:40-20:50,145.5740676408319
problem4_3,2025-05-19,121,123,20:10-20:30,78.71295124092842
problem4_3,2025-06-13,125,126,20:50-21:00,26.677355136907295
problem4_3,2025-06-19,116,117,19:20-19:30,3.4920469451540157
problem4_3,2025-06-20,125,131,20:50-21:50,175.37982314587245
problem4_3,2025-07-04,123,124,20:30-20:40,118.26262350335242
problem4_3,2025-07-04,125,127,20:50-21:10,43.46358377633633
problem4_3,2025-07-04,130,131,21:40-21:50,7.506843019155827
problem4_3,2025-07-11,123,131,20:30-21:50,814.2323816594716
problem4_3,2025-07-18,124,125,20:40-20:50,644.8404628470425
problem4_3,2025-07-18,126,131,21:00-21:50,187.34116129596993
problem4_3,2025-07-25,124,125,20:40-20:50,556.3932923025858
problem4_3,2025-07-25,126,131,21:00-21:50,217.16977102969642
problem4_3,2025-08-03,52,53,08:40-08:50,17.719825035797363
problem4_3,2025-08-07,120,122,20:00-20:20,12.066775156909785
problem4_3,2025-08-08,124,126,20:40-21:00,89.9391368260566
problem4_3,2025-08-11,116,117,19:20-19:30,25.456511583154906
problem4_3,2025-08-13,123,124,20:30-20:40,19.5864315821525
problem4_3,2025-08-15,124,125,20:40-20:50,133.38908623234704
problem4_3,2025-08-15,127,131,21:10-21:50,171.08717081565942
problem4_3,2025-08-16,124,125,20:40-20:50,305.8618261474831
problem4_3,2025-08-18,114,115,19:00-19:10,13.354906785143157
problem4_3,2025-08-18,119,120,19:50-20:00,36.358245092817356
problem4_3,2025-08-18,122,124,20:20-20:40,44.30357668505064
problem4_3,2025-08-19,116,121,19:20-20:10,174.40350633058927
problem4_3,2025-08-21,117,119,19:30-19:50,15.032193496343552
problem4_3,2025-08-21,122,126,20:20-21:00,39.246821365536746
problem4_3,2025-08-22,124,131,20:40-21:50,829.6491252875561
problem4_3,2025-08-23,124,125,20:40-20:50,103.87012351329986
problem4_3,2025-08-23,128,131,21:20-21:50,170.98251466685116
problem4_3,2025-08-24,52,55,08:40-09:10,288.99518321007537
problem4_3,2025-08-25,115,117,19:10-19:30,34.00614021912338
problem4_3,2025-08-27,113,115,18:50-19:10,33.23297004163817
problem4_3,2025-08-27,119,120,19:50-20:00,14.152166445136913
problem4_3,2025-08-28,113,114,18:50-19:00,30.994124943480756
problem4_3,2025-08-28,119,121,19:50-20:10,31.112512163622796
problem4_3,2025-08-29,123,129,20:30-21:30,824.6229836200644
problem4_3,2025-08-29,130,131,21:40-21:50,30.556273520932997
problem4_3,2025-08-31,48,54,08:00-09:00,688.1267742711427
problem4_3,2025-09-01,114,116,19:00-19:20,14.124650000000088
problem4_3,2025-09-03,113,114,18:50-19:00,11.02166666666676
problem4_3,2025-09-04,117,118,19:30-19:40,3.9787500000001046
problem4_3,2025-09-05,123,131,20:30-21:50,1586.3091903016848
problem4_3,2025-09-06,124,131,20:40-21:50,261.0603331225594
problem4_3,2025-09-07,48,55,08:00-09:10,1187.3827343580679
problem4_3,2025-09-09,121,122,20:10-20:20,9.099616666666748
problem4_3,2025-09-10,54,58,09:00-09:40,300.87600066423977
problem4_3,2025-09-10,121,122,20:10-20:20,3.6414499999999634
problem4_3,2025-09-11,119,120,19:50-20:00,6.071666666666715
problem4_3,2025-09-12,123,131,20:30-21:50,2004.1402900252972
problem4_3,2025-09-13,124,127,20:40-21:10,292.4190787768839
problem4_3,2025-09-13,128,131,21:20-21:50,78.95701260291412
problem4_3,2025-09-14,53,56,08:50-09:20,267.0340740941092
problem4_3,2025-09-15,50,56,08:20-09:20,645.2842442480814
problem4_3,2025-09-15,118,119,19:40-19:50,1.1717666666667128
problem4_3,2025-09-15,123,124,20:30-20:40,17.191684128404404
problem4_3,2025-09-16,115,116,19:10-19:20,3.7285994570393086
problem4_3,2025-09-17,35,36,05:50-06:00,7.62916666666672
problem4_3,2025-09-18,123,126,20:30-21:00,26.100086950092145
problem4_3,2025-09-18,129,131,21:30-21:50,25.233859092229363
problem4_3,2025-09-19,123,131,20:30-21:50,1540.4902274551375
problem4_3,2025-09-20,123,126,20:30-21:00,632.4579812183722
problem4_3,2025-09-21,51,53,08:30-08:50,146.42277176313473
problem4_3,2025-09-22,118,120,19:40-20:00,19.555900000000065
problem4_3,2025-09-23,121,122,20:10-20:20,10.234366666666801
problem4_3,2025-09-25,113,114,18:50-19:00,15.37166666666667
problem4_3,2025-09-26,123,131,20:30-21:50,1953.637162376967
problem4_3,2025-09-27,123,125,20:30-20:50,310.2373488081272
problem4_3,2025-09-27,126,131,21:00-21:50,93.98872630934218
problem4_3,2025-09-28,58,59,09:40-09:50,17.99654303478885
problem4_3,2025-09-29,36,37,06:00-06:10,17.695510210755856
problem4_3,2025-09-29,123,124,20:30-20:40,5.620383333333393
problem4_3,2025-09-30,121,122,20:10-20:20,12.9448000000001
problem4_3,2025-10-03,127,131,21:10-21:50,680.8157963249489
problem4_3,2025-10-04,129,131,21:30-21:50,174.53272639377485
problem4_3,2025-10-10,127,131,21:10-21:50,625.7880138869073
problem4_3,2025-10-11,129,130,21:30-21:40,260.3669829823815
problem4_3,2025-10-12,36,37,06:00-06:10,20.929933333333338
problem4_3,2025-10-12,51,56,08:30-09:20,828.9569044331199
problem4_3,2025-10-17,125,131,20:50-21:50,1225.2487070489976
problem4_3,2025-10-19,55,58,09:10-09:40,196.24700030119348
problem4_3,2025-10-24,124,131,20:40-21:50,1192.3457701714829
problem4_3,2025-10-25,124,128,20:40-21:20,94.69956723328585
problem4_3,2025-10-25,129,131,21:30-21:50,215.0746339463066
problem4_3,2025-10-26,56,59,09:20-09:50,142.423484025463
problem4_3,2025-10-27,36,37,06:00-06:10,11.98554126132774
problem4_3,2025-10-30,36,37,06:00-06:10,3.641833333333352
problem4_3,2025-10-31,124,131,20:40-21:50,1427.11418937619
problem4_3,2025-11-01,129,131,21:30-21:50,46.83671864084829
problem4_3,2025-11-04,35,37,05:50-06:10,33.599550000000136
problem4_3,2025-11-04,123,124,20:30-20:40,170.6212065528108
problem4_3,2025-11-04,126,128,21:00-21:20,29.771446014184196
problem4_3,2025-11-05,39,40,06:30-06:40,3.227683333333289
problem4_3,2025-11-07,124,128,20:40-21:20,431.7042458343274
problem4_3,2025-11-07,129,131,21:30-21:50,123.26735157166311
problem4_3,2025-11-08,129,131,21:30-21:50,218.68153672358062
problem4_3,2025-11-11,38,39,06:20-06:30,2.0516666666667334
problem4_3,2025-11-12,38,39,06:20-06:30,6.594006542780221
problem4_3,2025-11-14,124,125,20:40-20:50,321.686288871468
problem4_3,2025-11-14,127,131,21:10-21:50,177.6024975420171
problem4_3,2025-11-15,129,131,21:30-21:50,270.0226934007071
problem4_3,2025-11-21,125,131,20:50-21:50,504.50261249067773
problem4_3,2025-11-24,36,37,06:00-06:10,13.715060959523726
problem4_3,2025-11-26,36,37,06:00-06:10,32.99316666666664
problem4_3,2025-11-28,124,125,20:40-20:50,85.15116666666285
problem4_3,2025-11-28,126,128,21:00-21:20,12.620544342172774
problem4_3,2025-11-28,129,131,21:30-21:50,400.56799105440365
problem4_3,2025-11-29,129,130,21:30-21:40,148.50078315427862
problem4_3,2025-12-01,47,48,07:50-08:00,13.188997761720202
problem4_3,2025-12-01,58,65,09:40-10:50,915.8976196633013
problem4_3,2025-12-02,48,50,08:00-08:20,36.47069214869623
problem4_3,2025-12-04,49,50,08:10-08:20,11.220726050791427
problem4_3,2025-12-05,127,131,21:10-21:50,677.8475738823212
problem4_3,2025-12-07,47,49,07:50-08:10,158.78386591152093
problem4_3,2025-12-07,60,65,10:00-10:50,1010.7726970145732
problem4_3,2025-12-09,47,48,07:50-08:00,5.930211380873743
problem4_3,2025-12-12,127,131,21:10-21:50,941.6407251394274
problem4_3,2025-12-13,129,131,21:30-21:50,323.9380528608596
problem4_3,2025-12-14,47,49,07:50-08:10,58.406701603542274
problem4_3,2025-12-14,61,65,10:10-10:50,786.3669115448207
problem4_3,2025-12-19,124,131,20:40-21:50,1034.3820614555698
problem4_3,2025-12-21,47,49,07:50-08:10,40.17814222362938
problem4_3,2025-12-21,63,65,10:30-10:50,265.39558228085775
problem4_3,2025-12-26,128,131,21:20-21:50,555.1237392208296
problem4_3,2025-12-28,47,49,07:50-08:10,14.317339374798621
problem4_2_perfect_price,2025-02-02,123,124,20:30-20:40,39.0525975867356
problem4_2_perfect_price,2025-02-09,36,37,06:00-06:10,34.50617687454712
problem4_2_perfect_price,2025-02-09,60,65,10:00-10:50,869.1345869642554
problem4_2_perfect_price,2025-02-09,119,131,19:50-21:50,3245.335047291879
problem4_2_perfect_price,2025-02-11,37,38,06:10-06:20,0.0516196232325683
problem4_2_perfect_price,2025-02-16,35,39,05:50-06:30,145.51555000000008
problem4_2_perfect_price,2025-02-16,54,65,09:00-10:50,2441.6853603549193
problem4_2_perfect_price,2025-02-16,118,131,19:40-21:50,3138.256452316215
problem4_2_perfect_price,2025-02-19,38,39,06:20-06:30,50.05068845276105
problem4_2_perfect_price,2025-02-20,36,37,06:00-06:10,14.185289124078281
problem4_2_perfect_price,2025-02-23,36,38,06:00-06:20,57.242666666666764
problem4_2_perfect_price,2025-02-23,54,64,09:00-10:40,1910.5767818542529
problem4_2_perfect_price,2025-02-23,120,131,20:00-21:50,2332.0521433224294
problem4_2_perfect_price,2025-02-24,36,37,06:00-06:10,13.290891140946542
problem4_2_perfect_price,2025-02-24,125,126,20:50-21:00,12.304814270456607
problem4_2_perfect_price,2025-02-25,35,36,05:50-06:00,32.63818311470584
problem4_2_perfect_price,2025-02-25,38,39,06:20-06:30,26.620571822937563
problem4_2_perfect_price,2025-02-26,123,124,20:30-20:40,245.8109263955772
problem4_2_perfect_price,2025-02-27,36,37,06:00-06:10,4.816701799138286
problem4_2_perfect_price,2025-02-27,57,61,09:30-10:10,482.48547588816655
problem4_2_perfect_price,2025-03-02,62,64,10:20-10:40,59.593627011125136
problem4_2_perfect_price,2025-03-02,109,131,18:10-21:50,7714.05596979036
problem4_2_perfect_price,2025-03-03,61,64,10:10-10:40,189.69662425632754
problem4_2_perfect_price,2025-03-03,122,127,20:20-21:10,1050.3514179697686
problem4_2_perfect_price,2025-03-03,128,131,21:20-21:50,39.25611096669288
problem4_2_perfect_price,2025-03-05,35,36,05:50-06:00,3.286666666666747
problem4_2_perfect_price,2025-03-06,123,126,20:30-21:00,174.1562080965674
problem4_2_perfect_price,2025-03-09,53,61,08:50-10:10,1009.755877124211
problem4_2_perfect_price,2025-03-09,121,131,20:10-21:50,1839.8329247502363
problem4_2_perfect_price,2025-03-10,121,122,20:10-20:20,192.29316800732994
problem4_2_perfect_price,2025-03-10,123,124,20:30-20:40,682.7511360629815
problem4_2_perfect_price,2025-03-11,123,124,20:30-20:40,42.17820669216712
problem4_2_perfect_price,2025-03-13,118,121,19:40-20:10,1363.3097964804817
problem4_2_perfect_price,2025-03-13,123,125,20:30-20:50,691.727301891902
problem4_2_perfect_price,2025-03-16,35,36,05:50-06:00,1.6400000000001
problem4_2_perfect_price,2025-03-16,50,56,08:20-09:20,1258.8555530399196
problem4_2_perfect_price,2025-03-16,116,127,19:20-21:10,2861.040619874111
problem4_2_perfect_price,2025-03-16,128,131,21:20-21:50,108.67569885990403
problem4_2_perfect_price,2025-03-18,54,60,09:00-10:00,625.8943900303709
problem4_2_perfect_price,2025-03-20,123,124,20:30-20:40,114.42159537275575
problem4_2_perfect_price,2025-03-23,50,60,08:20-10:00,1658.6301315521976
problem4_2_perfect_price,2025-03-23,122,127,20:20-21:10,958.4486905969261
problem4_2_perfect_price,2025-03-23,128,131,21:20-21:50,62.77669050771449
problem4_2_perfect_price,2025-03-30,49,57,08:10-09:30,1380.3370595296901
problem4_2_perfect_price,2025-03-30,120,121,20:00-20:10,356.15885358552447
problem4_2_perfect_price,2025-03-30,122,125,20:20-20:50,1013.825149915525
problem4_2_perfect_price,2025-03-30,127,131,21:10-21:50,44.96797143629194
problem4_2_perfect_price,2025-04-01,122,125,20:20-20:50,822.169935014138
problem4_2_perfect_price,2025-04-02,53,62,08:50-10:20,1261.7076161278692
problem4_2_perfect_price,2025-04-06,52,56,08:40-09:20,314.67109831494304
problem4_2_perfect_price,2025-04-06,123,131,20:30-21:50,741.7027943062131
problem4_2_perfect_price,2025-04-08,52,58,08:40-09:40,548.0593266061583
problem4_2_perfect_price,2025-04-08,123,125,20:30-20:50,41.47719448436828
problem4_2_perfect_price,2025-04-08,127,128,21:10-21:20,1.6099544545487792
problem4_2_perfect_price,2025-04-09,122,126,20:20-21:00,1373.1873699527137
problem4_2_perfect_price,2025-04-13,119,129,19:50-21:30,2369.6246934088167
problem4_2_perfect_price,2025-04-13,130,131,21:40-21:50,7.144423513797255
problem4_2_perfect_price,2025-04-20,120,122,20:00-20:20,760.7395026680589
problem4_2_perfect_price,2025-04-20,123,126,20:30-21:00,732.9969919857101
problem4_2_perfect_price,2025-04-20,128,130,21:20-21:40,21.125304531695587
problem4_2_perfect_price,2025-04-27,48,55,08:00-09:10,1332.7241671374957
problem4_2_perfect_price,2025-04-27,121,124,20:10-20:40,1608.8110479578809
problem4_2_perfect_price,2025-04-27,125,130,20:50-21:40,83.392733837173
problem4_2_perfect_price,2025-04-28,116,120,19:20-20:00,2736.26186774585
problem4_2_perfect_price,2025-04-28,122,126,20:20-21:00,1434.2210314010956
problem4_2_perfect_price,2025-04-29,123,124,20:30-20:40,19.675579463654685
problem4_2_perfect_price,2025-05-01,118,131,19:40-21:50,1965.6559188996898
problem4_2_perfect_price,2025-05-03,124,125,20:40-20:50,135.98624289317303
problem4_2_perfect_price,2025-05-03,126,131,21:00-21:50,211.40001974532012
problem4_2_perfect_price,2025-05-04,112,113,18:40-18:50,5.9969500000000835
problem4_2_perfect_price,2025-05-04,120,131,20:00-21:50,2692.9408073664868
problem4_2_perfect_price,2025-05-05,53,57,08:50-09:30,174.2239214489564
problem4_2_perfect_price,2025-05-05,121,129,20:10-21:30,1805.5280222288798
problem4_2_perfect_price,2025-05-06,57,59,09:30-09:50,112.47504942168568
problem4_2_perfect_price,2025-05-06,123,126,20:30-21:00,614.6318932576515
problem4_2_perfect_price,2025-05-06,127,131,21:10-21:50,125.85514817996557
problem4_2_perfect_price,2025-05-07,122,125,20:20-20:50,1649.6811522692726
problem4_2_perfect_price,2025-05-07,126,129,21:00-21:30,92.95224379011059
problem4_2_perfect_price,2025-05-08,120,122,20:00-20:20,82.43748333333338
problem4_2_perfect_price,2025-05-08,123,124,20:30-20:40,186.29568550258227
problem4_2_perfect_price,2025-05-08,130,131,21:40-21:50,36.88074791410886
problem4_2_perfect_price,2025-05-11,111,113,18:30-18:50,25.60035000000005
problem4_2_perfect_price,2025-05-11,116,131,19:20-21:50,5071.1983778742415
problem4_2_perfect_price,2025-05-12,123,126,20:30-21:00,356.3264683259718
problem4_2_perfect_price,2025-05-13,123,124,20:30-20:40,52.15037533697466
problem4_2_perfect_price,2025-05-13,126,128,21:00-21:20,13.624692946563368
problem4_2_perfect_price,2025-05-14,123,125,20:30-20:50,78.7911774606199
problem4_2_perfect_price,2025-05-18,119,125,19:50-20:50,3515.162397280927
problem4_2_perfect_price,2025-05-18,126,131,21:00-21:50,200.84136550092055
problem4_2_perfect_price,2025-05-19,121,123,20:10-20:30,79.23650000000009
problem4_2_perfect_price,2025-05-20,123,125,20:30-20:50,182.56097905091212
problem4_2_perfect_price,2025-05-25,124,127,20:40-21:10,720.5504028280809
problem4_2_perfect_price,2025-05-25,130,131,21:40-21:50,29.115617468459913
problem4_2_perfect_price,2025-05-29,115,116,19:10-19:20,17.817433333333497
problem4_2_perfect_price,2025-06-01,54,70,09:00-11:40,2207.492559223463
problem4_2_perfect_price,2025-06-01,71,72,11:50-12:00,20.337860833333526
problem4_2_perfect_price,2025-06-01,85,131,14:10-21:50,14542.68517593149
problem4_2_perfect_price,2025-06-02,54,57,09:00-09:30,222.43367303948838
problem4_2_perfect_price,2025-06-02,111,112,18:30-18:40,10.837216666666677
problem4_2_perfect_price,2025-06-02,113,114,18:50-19:00,116.69916565973813
problem4_2_perfect_price,2025-06-02,115,131,19:10-21:50,5917.782426262586
problem4_2_perfect_price,2025-06-03,54,62,09:00-10:20,920.8867483991404
problem4_2_perfect_price,2025-06-03,111,115,18:30-19:10,104.04466014195452
problem4_2_perfect_price,2025-06-03,117,119,19:30-19:50,199.14085750186632
problem4_2_perfect_price,2025-06-03,120,124,20:00-20:40,2843.2108658844427
problem4_2_perfect_price,2025-06-03,125,131,20:50-21:50,192.70368910475887
problem4_2_perfect_price,2025-06-04,113,116,18:50-19:20,102.70778400585766
problem4_2_perfect_price,2025-06-04,118,125,19:40-20:50,3743.5515483696613
problem4_2_perfect_price,2025-06-04,126,130,21:00-21:40,111.77848535101415
problem4_2_perfect_price,2025-06-05,54,60,09:00-10:00,523.5413884374248
problem4_2_perfect_price,2025-06-05,113,117,18:50-19:30,210.71301607430462
problem4_2_perfect_price,2025-06-05,120,126,20:00-21:00,3440.2015028898827
problem4_2_perfect_price,2025-06-08,113,118,18:50-19:40,315.2418237773496
problem4_2_perfect_price,2025-06-08,119,131,19:50-21:50,1921.34888575549
problem4_2_perfect_price,2025-06-09,112,114,18:40-19:00,40.153188885666054
problem4_2_perfect_price,2025-06-09,116,120,19:20-20:00,33.486568298821226
problem4_2_perfect_price,2025-06-09,121,124,20:10-20:40,1708.9018163451387
problem4_2_perfect_price,2025-06-10,111,112,18:30-18:40,19.579467491956507
problem4_2_perfect_price,2025-06-10,114,116,19:00-19:20,26.168729016689213
problem4_2_perfect_price,2025-06-11,58,65,09:40-10:50,960.5853544765082
problem4_2_perfect_price,2025-06-11,113,117,18:50-19:30,50.321470683406005
problem4_2_perfect_price,2025-06-11,120,125,20:00-20:50,2587.3401139945436
problem4_2_perfect_price,2025-06-12,119,120,19:50-20:00,14.207778347774138
problem4_2_perfect_price,2025-06-15,111,113,18:30-18:50,75.72915000000012
problem4_2_perfect_price,2025-06-15,117,124,19:30-20:40,5140.389073983969
problem4_2_perfect_price,2025-06-15,127,131,21:10-21:50,226.28638232358247
problem4_2_perfect_price,2025-06-16,116,117,19:20-19:30,3.9319287786040604
problem4_2_perfect_price,2025-06-16,119,121,19:50-20:10,30.375715370122293
problem4_2_perfect_price,2025-06-17,116,117,19:20-19:30,17.268606401415127
problem4_2_perfect_price,2025-06-17,122,124,20:20-20:40,38.258660229384645
problem4_2_perfect_price,2025-06-19,114,117,19:00-19:30,72.41485122455288
problem4_2_perfect_price,2025-06-22,116,120,19:20-20:00,127.23355211340993
problem4_2_perfect_price,2025-06-22,122,128,20:20-21:20,978.8337753695306
problem4_2_perfect_price,2025-06-24,123,125,20:30-20:50,567.9845619555527
problem4_2_perfect_price,2025-06-26,114,115,19:00-19:10,9.65181628504979
problem4_2_perfect_price,2025-06-29,111,112,18:30-18:40,5.72664682944162
problem4_2_perfect_price,2025-07-01,113,119,18:50-19:50,229.77975098245793
problem4_2_perfect_price,2025-07-01,120,131,20:00-21:50,844.4120916730533
problem4_2_perfect_price,2025-07-02,113,117,18:50-19:30,218.92104819722965
problem4_2_perfect_price,2025-07-02,118,127,19:40-21:10,426.9434659275489
problem4_2_perfect_price,2025-07-03,113,114,18:50-19:00,38.42829864174735
problem4_2_perfect_price,2025-07-03,117,119,19:30-19:50,39.3657866524419
problem4_2_perfect_price,2025-07-03,122,125,20:20-20:50,1696.7905977737014
problem4_2_perfect_price,2025-07-03,126,131,21:00-21:50,285.28479984871035
problem4_2_perfect_price,2025-07-06,49,58,08:10-09:40,1702.6698577850477
problem4_2_perfect_price,2025-07-06,59,61,09:50-10:10,195.78462166666685
problem4_2_perfect_price,2025-07-06,112,131,18:40-21:50,10191.157713125043
problem4_2_perfect_price,2025-07-07,114,115,19:00-19:10,40.16388206520071
problem4_2_perfect_price,2025-07-07,117,124,19:30-20:40,111.44734278667602
problem4_2_perfect_price,2025-07-07,127,131,21:10-21:50,101.01565009920591
problem4_2_perfect_price,2025-07-08,113,114,18:50-19:00,53.94008587742337
problem4_2_perfect_price,2025-07-08,117,118,19:30-19:40,2.8276823814783256
problem4_2_perfect_price,2025-07-08,120,124,20:00-20:40,382.3915348643572
problem4_2_perfect_price,2025-07-09,116,118,19:20-19:40,45.35808922590968
problem4_2_perfect_price,2025-07-10,113,116,18:50-19:20,98.65745611602881
problem4_2_perfect_price,2025-07-10,121,123,20:10-20:30,57.25375246161036
problem4_2_perfect_price,2025-07-13,49,57,08:10-09:30,1260.3111286611033
problem4_2_perfect_price,2025-07-13,113,131,18:50-21:50,3078.0216760498706
problem4_2_perfect_price,2025-07-14,113,114,18:50-19:00,44.236854755452896
problem4_2_perfect_price,2025-07-14,117,119,19:30-19:50,42.431790605081915
problem4_2_perfect_price,2025-07-14,120,121,20:00-20:10,2.3288363932504126
problem4_2_perfect_price,2025-07-16,120,122,20:00-20:20,78.45196221483843
problem4_2_perfect_price,2025-07-20,51,55,08:30-09:10,449.16779896765115
problem4_2_perfect_price,2025-07-20,113,126,18:50-21:00,6215.677835943676
problem4_2_perfect_price,2025-07-20,127,131,21:10-21:50,189.3383737004974
problem4_2_perfect_price,2025-07-22,119,121,19:50-20:10,11.783891994406758
problem4_2_perfect_price,2025-07-27,53,57,08:50-09:30,503.69903631612647
problem4_2_perfect_price,2025-07-27,113,114,18:50-19:00,8.21332290008877
problem4_2_perfect_price,2025-07-27,116,118,19:20-19:40,38.17232789093839
problem4_2_perfect_price,2025-07-27,119,124,19:50-20:40,3557.4205181414727
problem4_2_perfect_price,2025-08-03,114,120,19:00-20:00,180.42577377203418
problem4_2_perfect_price,2025-08-07,120,121,20:00-20:10,3.5106137122135124
problem4_2_perfect_price,2025-08-10,120,121,20:00-20:10,4.563050459598685
problem4_2_perfect_price,2025-08-10,122,126,20:20-21:00,1200.3102062619482
problem4_2_perfect_price,2025-08-11,116,117,19:20-19:30,28.482625107801027
problem4_2_perfect_price,2025-08-12,114,116,19:00-19:20,8.129500201853716
problem4_2_perfect_price,2025-08-13,123,124,20:30-20:40,23.78518246362171
problem4_2_perfect_price,2025-08-14,113,115,18:50-19:10,23.42252202094653
problem4_2_perfect_price,2025-08-14,123,124,20:30-20:40,15.07547633756974
problem4_2_perfect_price,2025-08-17,47,54,07:50-09:00,1195.9500889882543
problem4_2_perfect_price,2025-08-17,114,118,19:00-19:40,235.90997600667242
problem4_2_perfect_price,2025-08-17,121,124,20:10-20:40,705.3475586445154
problem4_2_perfect_price,2025-08-17,130,131,21:40-21:50,25.616716657539293
problem4_2_perfect_price,2025-08-18,114,115,19:00-19:10,15.424190045455703
problem4_2_perfect_price,2025-08-18,119,120,19:50-20:00,38.398459136490715
problem4_2_perfect_price,2025-08-18,122,124,20:20-20:40,48.3840135446178
problem4_2_perfect_price,2025-08-19,116,119,19:20-19:50,102.20532700356739
problem4_2_perfect_price,2025-08-19,120,121,20:00-20:10,30.382330544118872
problem4_2_perfect_price,2025-08-20,52,57,08:40-09:30,881.8268020466213
problem4_2_perfect_price,2025-08-20,115,116,19:10-19:20,0.19538223088534323
problem4_2_perfect_price,2025-08-20,119,124,19:50-20:40,1100.2939035140225
problem4_2_perfect_price,2025-08-20,125,126,20:50-21:00,19.589864209836104
problem4_2_perfect_price,2025-08-21,122,123,20:20-20:30,19.116396936897218
problem4_2_perfect_price,2025-08-24,48,55,08:00-09:10,1096.774218833916
problem4_2_perfect_price,2025-08-24,113,114,18:50-19:00,26.274008423035866
problem4_2_perfect_price,2025-08-24,117,130,19:30-21:40,2452.099478993545
problem4_2_perfect_price,2025-08-25,115,117,19:10-19:30,28.274837548055643
problem4_2_perfect_price,2025-08-25,121,124,20:10-20:40,2092.367512886279
problem4_2_perfect_price,2025-08-26,118,120,19:40-20:00,13.496319060433962
problem4_2_perfect_price,2025-08-27,113,114,18:50-19:00,22.981176869210003
problem4_2_perfect_price,2025-08-27,116,117,19:20-19:30,22.088297148254583
problem4_2_perfect_price,2025-08-27,119,120,19:50-20:00,5.870696368154199
problem4_2_perfect_price,2025-08-28,113,114,18:50-19:00,33.778471546091396
problem4_2_perfect_price,2025-08-28,119,121,19:50-20:10,36.6808442916564
problem4_2_perfect_price,2025-08-28,122,124,20:20-20:40,1001.4752845108723
problem4_2_perfect_price,2025-08-31,47,54,07:50-09:00,1299.0837060976537
problem4_2_perfect_price,2025-08-31,113,125,18:50-20:50,4406.945367760302
problem4_2_perfect_price,2025-09-07,47,55,07:50-09:10,1712.7747160010495
problem4_2_perfect_price,2025-09-07,112,113,18:40-18:50,20.1876666666667
problem4_2_perfect_price,2025-09-07,120,122,20:00-20:20,1279.0617104917694
problem4_2_perfect_price,2025-09-07,123,124,20:30-20:40,785.7203296030631
problem4_2_perfect_price,2025-09-07,126,128,21:00-21:20,57.05738678844679
problem4_2_perfect_price,2025-09-08,119,120,19:50-20:00,728.9035333678435
problem4_2_perfect_price,2025-09-09,121,122,20:10-20:20,9.099616666666748
problem4_2_perfect_price,2025-09-10,51,58,08:30-09:40,968.5033833333317
problem4_2_perfect_price,2025-09-10,122,124,20:20-20:40,1249.6768286497345
problem4_2_perfect_price,2025-09-14,43,56,07:10-09:20,3434.8833340058104
problem4_2_perfect_price,2025-09-14,110,131,18:20-21:50,7054.037540346304
problem4_2_perfect_price,2025-09-15,53,56,08:50-09:20,70.55040408151707
problem4_2_perfect_price,2025-09-15,118,119,19:40-19:50,1.1717666666667128
problem4_2_perfect_price,2025-09-16,111,112,18:30-18:40,4.854483333333405
problem4_2_perfect_price,2025-09-16,115,116,19:10-19:20,8.238266666666732
problem4_2_perfect_price,2025-09-16,123,125,20:30-20:50,22.30081970779861
problem4_2_perfect_price,2025-09-17,35,36,05:50-06:00,7.62916666666672
problem4_2_perfect_price,2025-09-17,56,58,09:20-09:40,81.89797849406871
problem4_2_perfect_price,2025-09-17,59,60,09:50-10:00,1.820590666666794
problem4_2_perfect_price,2025-09-18,109,110,18:10-18:20,7.928690361172471
problem4_2_perfect_price,2025-09-18,123,124,20:30-20:40,2.4633999999999787
problem4_2_perfect_price,2025-09-21,48,53,08:00-08:50,970.9098361956492
problem4_2_perfect_price,2025-09-21,112,131,18:40-21:50,5527.205662204594
problem4_2_perfect_price,2025-09-22,123,124,20:30-20:40,97.93645256195248
problem4_2_perfect_price,2025-09-22,127,131,21:10-21:50,91.93136052855095
problem4_2_perfect_price,2025-09-23,110,112,18:20-18:40,3.9096500000001697
problem4_2_perfect_price,2025-09-23,122,127,20:20-21:10,586.4066102767746
problem4_2_perfect_price,2025-09-23,128,129,21:20-21:30,3.793471851778918
problem4_2_perfect_price,2025-09-24,55,58,09:10-09:40,73.96948528923265
problem4_2_perfect_price,2025-09-25,112,114,18:40-19:00,31.88636666666673
problem4_2_perfect_price,2025-09-25,127,129,21:10-21:30,15.96512815109977
problem4_2_perfect_price,2025-09-28,47,59,07:50-09:50,2985.667523119295
problem4_2_perfect_price,2025-09-28,116,117,19:20-19:30,5.868333333333339
